timestamp,client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
1765406825.266864,4,125,1,1765406825091,1765406825266,175,0.00,0.0000,0.0,0.00
1765406825.266864,4,126,2,1765406825134,1765406825266,132,0.00,0.0000,0.0,0.00
1765406825.266864,4,127,3,1765406825175,1765406825266,91,0.00,0.0000,0.0,0.00
1765406825.268007,4,128,4,1765406825217,1765406825268,51,0.89,0.0000,0.0,0.00
1765406825.268007,4,129,5,1765406825259,1765406825268,9,0.75,0.0000,0.0,0.00
1765406825.372341,4,130,6,1765406825301,1765406825372,71,33.12,0.0000,0.0,0.00
1765406825.372341,4,131,7,1765406825351,1765406825372,21,28.78,0.0000,0.0,0.00
1765406825.384432,4,132,8,1765406825384,1765406825384,0,24.90,0.0000,0.0,0.00
1765406825.425951,4,133,10,1765406825425,1765406825425,0,26.31,0.0000,0.0,0.00
1765406825.469325,4,134,11,1765406825468,1765406825469,1,26.96,0.0000,0.0,0.00
1765406825.510455,4,135,12,1765406825510,1765406825510,0,26.48,0.0000,0.0,0.00
1765406825.554813,4,136,13,1765406825552,1765406825554,2,26.02,0.0000,0.0,0.00
1765406825.594378,4,137,15,1765406825594,1765406825594,0,25.00,0.0000,0.0,0.00
1765406825.637473,4,138,16,1765406825636,1765406825637,1,24.19,0.0000,0.0,0.00
1765406825.678793,4,139,17,1765406825678,1765406825678,0,23.22,0.0000,0.0,0.00
1765406825.719813,4,140,18,1765406825719,1765406825719,0,22.29,0.0000,0.0,0.00
1765406825.761684,4,141,19,1765406825761,1765406825761,0,21.45,0.0000,0.0,0.00
1765406825.839226,4,142,20,1765406825835,1765406825839,4,22.15,0.0000,0.0,0.00
1765406825.877838,4,143,21,1765406825877,1765406825877,0,21.07,0.0000,0.0,0.00
1765406825.923990,4,144,23,1765406825921,1765406825923,2,20.37,0.0000,0.0,0.00
1765406825.954049,4,145,24,1765406825953,1765406825953,0,19.64,0.0000,0.0,0.00
1765406825.996272,4,146,25,1765406825996,1765406825996,0,18.98,0.0000,0.0,0.00
1765406826.041599,4,147,26,1765406826038,1765406826041,3,18.42,0.0000,0.0,0.00
1765406826.081465,4,148,27,1765406826080,1765406826080,0,17.72,0.0000,0.0,0.00
1765406826.123681,4,149,28,1765406826123,1765406826123,0,17.16,0.0000,0.0,0.00
1765406826.165310,4,150,29,1765406826165,1765406826165,0,16.62,0.0000,0.0,0.00
1765406826.207936,4,151,30,1765406826207,1765406826207,0,16.10,0.0000,0.0,0.00
1765406826.249727,4,152,31,1765406826249,1765406826249,0,15.62,0.0000,0.0,0.00
1765406826.292161,4,153,32,1765406826291,1765406826291,0,15.16,0.0000,0.0,0.00
1765406826.334063,4,154,33,1765406826334,1765406826334,0,14.74,0.0000,0.0,0.00
1765406826.376283,4,155,34,1765406826376,1765406826376,0,14.33,0.0000,0.0,0.00
1765406826.418722,4,156,35,1765406826418,1765406826418,0,13.94,0.0000,0.0,0.00
1765406826.460619,4,157,36,1765406826460,1765406826460,0,13.57,0.0000,0.0,0.00
1765406826.505586,4,158,37,1765406826503,1765406826505,2,13.26,0.0000,0.0,0.00
1765406826.544916,4,159,38,1765406826544,1765406826544,0,12.89,0.0000,0.0,0.00
1765406826.589634,4,160,39,1765406826587,1765406826589,2,12.61,0.0000,0.0,0.00
1765406826.630447,4,161,41,1765406826629,1765406826629,0,12.28,0.0000,0.0,0.00
1765406826.672736,4,162,42,1765406826671,1765406826672,1,12.00,0.0000,0.0,0.00
1765406826.713652,4,163,43,1765406826713,1765406826713,0,11.72,0.0000,0.0,0.00
1765406826.756727,4,164,44,1765406826756,1765406826756,0,11.47,0.0000,0.0,0.00
1765406826.800030,4,165,45,1765406826800,1765406826800,0,11.24,0.0000,0.0,0.00
1765406826.841931,4,166,46,1765406826841,1765406826841,0,10.99,0.0000,0.0,0.00
1765406826.883436,4,167,47,1765406826883,1765406826883,0,10.76,0.0000,0.0,0.00
