timestamp,client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
1765413713.498212,2,113,1,1765413713298,1765413713498,200,0.00,0.0000,0.0,0.00
1765413713.498212,2,114,2,1765413713341,1765413713498,157,0.00,0.0000,0.0,0.00
1765413713.498212,2,115,3,1765413713383,1765413713498,115,0.00,0.0000,0.0,0.00
1765413713.498212,2,116,4,1765413713424,1765413713498,74,0.00,0.0000,0.0,0.00
1765413713.499229,2,117,5,1765413713470,1765413713498,28,0.00,0.0000,0.0,0.00
1765413713.636898,2,118,6,1765413713511,1765413713636,125,44.16,0.0000,0.0,0.00
1765413713.636898,2,119,7,1765413713553,1765413713636,83,38.33,0.0000,0.0,0.00
1765413713.636898,2,120,8,1765413713595,1765413713636,41,33.80,0.0000,0.0,0.00
1765413713.640422,2,121,9,1765413713638,1765413713638,0,30.12,0.0000,0.0,0.00
1765413713.681823,2,122,11,1765413713681,1765413713681,0,31.19,0.0000,0.0,0.00
1765413713.731140,2,123,12,1765413713723,1765413713730,7,32.08,0.0000,0.0,0.00
1765413713.766550,2,124,14,1765413713766,1765413713766,0,30.64,0.0000,0.0,0.00
1765413713.808306,2,125,15,1765413713808,1765413713808,0,29.81,0.0000,0.0,0.00
1765413713.850440,2,126,16,1765413713850,1765413713850,0,28.85,0.0000,0.0,0.00
1765413713.895766,2,127,17,1765413713893,1765413713893,0,27.93,0.0000,0.0,0.00
1765413713.939035,2,128,18,1765413713938,1765413713939,1,27.17,0.0000,0.0,0.00
1765413713.971913,2,129,19,1765413713971,1765413713971,0,25.62,0.0000,0.0,0.00
1765413714.027983,2,130,20,1765413714014,1765413714022,8,25.15,0.0000,0.0,0.00
1765413714.056640,2,131,21,1765413714056,1765413714056,0,23.89,0.0000,0.0,0.00
1765413714.098580,2,132,22,1765413714098,1765413714098,0,23.06,0.0000,0.0,0.00
1765413714.141242,2,133,23,1765413714141,1765413714141,0,22.32,0.0000,0.0,0.00
1765413714.183871,2,134,24,1765413714183,1765413714183,0,21.61,0.0000,0.0,0.00
1765413714.227229,2,135,25,1765413714227,1765413714227,0,21.01,0.0000,0.0,0.00
1765413714.270208,2,136,26,1765413714270,1765413714270,0,20.39,0.0000,0.0,0.00
1765413714.314098,2,137,27,1765413714312,1765413714314,2,19.83,0.0000,0.0,0.00
1765413714.354296,2,138,28,1765413714354,1765413714354,0,19.21,0.0000,0.0,0.00
1765413714.400199,2,139,29,1765413714396,1765413714400,4,18.79,0.0000,0.0,0.00
1765413714.439464,2,140,30,1765413714439,1765413714439,0,18.20,0.0000,0.0,0.00
1765413714.482540,2,141,31,1765413714481,1765413714482,1,17.73,0.0000,0.0,0.00
1765413714.524472,2,142,32,1765413714523,1765413714523,0,17.25,0.0000,0.0,0.00
1765413714.566984,2,143,33,1765413714565,1765413714566,1,16.83,0.0000,0.0,0.00
1765413714.608377,2,144,34,1765413714608,1765413714608,0,16.40,0.0000,0.0,0.00
1765413714.656313,2,145,36,1765413714648,1765413714654,6,16.08,0.0000,0.0,0.00
1765413714.679538,2,146,37,1765413714679,1765413714679,0,16.05,0.0000,0.0,0.00
1765413714.721527,2,147,38,1765413714721,1765413714721,0,15.69,0.0000,0.0,0.00
1765413714.764540,2,148,39,1765413714764,1765413714764,0,15.36,0.0000,0.0,0.00
1765413714.807164,2,149,40,1765413714807,1765413714807,0,15.05,0.0000,0.0,0.00
1765413714.852734,2,150,42,1765413714849,1765413714851,2,14.77,0.0000,0.0,0.00
1765413714.891802,2,151,43,1765413714891,1765413714891,0,14.43,0.0000,0.0,0.00
