time,snapshot_id,player_id,server_row,server_col,display_row,display_col
1765413713.642928,121,2,19,1,19,1
1765413713.657218,121,2,19,1,19,1
1765413713.673297,121,2,19,1,19,1
1765413713.690454,122,2,19,1,19,1
1765413713.707004,122,2,19,1,19,1
1765413713.727294,122,2,19,1,19,1
1765413713.740750,123,2,19,1,19,1
1765413713.755335,123,2,19,1,19,1
1765413713.772629,124,2,19,1,19,1
1765413713.789556,124,2,19,1,19,1
1765413713.805383,124,2,19,1,19,1
1765413713.821481,125,2,19,1,19,1
1765413713.838389,125,2,19,1,19,1
1765413713.856210,126,2,19,1,19,1
1765413713.881203,126,2,19,1,19,1
1765413713.896768,127,2,19,1,19,1
1765413713.913363,127,2,19,1,19,1
1765413713.930000,127,2,19,1,19,1
1765413713.947171,128,2,19,1,19,1
1765413713.963492,128,2,19,1,19,1
1765413713.979944,129,2,19,1,19,1
1765413713.996082,129,2,19,1,19,1
1765413714.022698,129,2,19,1,19,1
1765413714.028986,130,2,19,1,19,1
1765413714.044806,130,2,19,1,19,1
1765413714.061385,131,2,19,1,19,1
1765413714.078449,131,2,19,1,19,1
1765413714.095067,131,2,19,1,19,1
1765413714.112131,132,2,19,1,19,1
1765413714.128191,132,2,19,1,19,1
1765413714.144758,133,2,19,1,19,1
1765413714.161181,133,2,19,1,19,1
1765413714.178089,133,2,19,1,19,1
1765413714.194973,134,2,18,1,18,1
1765413714.211874,134,2,18,1,18,1
1765413714.229364,135,2,18,1,18,1
1765413714.244814,135,2,18,1,18,1
1765413714.260792,135,2,18,1,18,1
1765413714.277475,136,2,18,1,18,1
1765413714.293617,136,2,18,1,18,1
1765413714.310419,136,2,18,1,18,1
1765413714.328144,137,2,18,1,18,1
1765413714.345030,137,2,18,1,18,1
1765413714.362645,138,2,18,1,18,1
1765413714.378791,138,2,18,1,18,1
1765413714.394174,138,2,18,1,18,1
1765413714.411177,139,2,18,1,18,1
1765413714.428238,139,2,18,1,18,1
1765413714.445341,140,2,18,1,18,1
1765413714.461656,140,2,18,1,18,1
1765413714.478021,140,2,18,1,18,1
1765413714.494686,141,2,18,1,18,1
1765413714.511079,141,2,18,1,18,1
1765413714.528476,142,2,18,1,18,1
1765413714.544983,142,2,18,1,18,1
1765413714.561307,142,2,18,1,18,1
1765413714.578353,143,2,18,1,18,1
1765413714.596024,143,2,18,1,18,1
1765413714.613647,144,2,18,1,18,1
1765413714.629401,144,2,18,1,18,1
1765413714.648286,144,2,18,1,18,1
1765413714.664065,145,2,18,1,18,1
1765413714.681396,146,2,18,1,18,1
1765413714.698673,146,2,18,1,18,1
1765413714.715484,146,2,18,1,18,1
1765413714.732254,147,2,18,1,18,1
1765413714.749280,147,2,18,1,18,1
1765413714.765802,148,2,18,1,18,1
1765413714.782358,148,2,18,1,18,1
1765413714.799062,148,2,18,1,18,1
1765413714.816440,149,2,18,1,18,1
1765413714.832794,149,2,18,1,18,1
1765413714.848613,149,2,18,1,18,1
1765413714.865422,150,2,18,1,18,1
1765413714.882551,150,2,18,1,18,1
1765413714.899099,151,2,18,1,18,1
1765413714.915729,151,2,18,1,18,1
1765413714.931783,151,2,18,1,18,1
1765413714.948159,152,2,18,1,18,1
1765413714.965680,152,2,18,1,18,1
1765413714.982541,153,2,18,1,18,1
1765413714.998738,153,2,18,1,18,1
1765413715.014774,153,2,18,1,18,1
1765413715.030738,154,2,18,1,18,1
1765413715.047876,154,2,18,1,18,1
1765413715.064070,155,2,18,1,18,1
1765413715.081392,155,2,18,1,18,1
1765413715.097131,155,2,18,1,18,1
1765413715.113291,156,2,18,1,18,1
1765413715.129791,156,2,18,1,18,1
1765413715.145939,157,2,18,1,18,1
1765413715.161630,157,2,18,1,18,1
1765413715.178877,157,2,18,1,18,1
1765413715.194688,158,2,17,1,17,1
1765413715.211149,158,2,17,1,17,1
1765413715.228132,158,2,17,1,17,1
1765413715.244853,159,2,17,1,17,1
1765413715.261048,159,2,17,1,17,1
1765413715.278548,160,2,17,1,17,1
1765413715.294811,160,2,17,1,17,1
1765413715.311427,160,2,17,1,17,1
1765413715.328313,161,2,17,1,17,1
1765413715.345356,161,2,17,1,17,1
1765413715.362516,162,2,17,1,17,1
1765413715.378489,162,2,17,1,17,1
