pygame 2.6.1 (SDL 2.28.4, Python 3.12.3)
Hello from the pygame community. https://www.pygame.org/contribute.html
2025-12-13 14:51:04,153 - [CLIENT ???] Connecting to ('127.0.0.1', 1234)...
2025-12-13 14:51:04,162 - [CLIENT 001] Successfully connected! Assigned Player ID: 1
2025-12-13 14:51:04,267 - [CLIENT 001] Applied full snapshot from ID 0.
2025-12-13 14:51:06,241 - [CLIENT 001] Successfully claimed block at (10, 5)
2025-12-13 14:51:06,625 - [CLIENT 001] Successfully claimed block at (9, 6)
2025-12-13 14:51:07,828 - [CLIENT 001] Successfully claimed block at (6, 3)
2025-12-13 14:51:08,312 - [CLIENT 001] Successfully claimed block at (4, 1)
2025-12-13 14:51:08,678 - [CLIENT 001] You collected a SPECIAL BOOST (Type 1)!
2025-12-13 14:51:08,823 - [CLIENT 001] Successfully claimed block at (5, 4)
2025-12-13 14:51:09,219 - [CLIENT 001] Successfully claimed block at (4, 4)
2025-12-13 14:51:09,309 - [CLIENT 001] Successfully claimed block at (4, 4)
2025-12-13 14:51:10,104 - [CLIENT 001] Successfully claimed block at (6, 6)
2025-12-13 14:51:10,492 - [CLIENT 001] Successfully claimed block at (5, 3)
2025-12-13 14:51:10,946 - [CLIENT 001] Successfully claimed block at (4, 1)
2025-12-13 14:51:11,711 - [CLIENT 001] Successfully claimed block at (5, 1)
2025-12-13 14:51:12,421 - [CLIENT 001] Successfully claimed block at (6, 1)
2025-12-13 14:51:12,577 - [CLIENT 001] Successfully claimed block at (5, 1)
2025-12-13 14:51:13,272 - [CLIENT 001] Successfully claimed block at (6, 1)
2025-12-13 14:51:14,152 - [CLIENT 001] Successfully claimed block at (5, 2)
2025-12-13 14:51:14,581 - [CLIENT 001] Successfully claimed block at (6, 0)
2025-12-13 14:51:16,331 - [CLIENT 001] Successfully claimed block at (5, 3)
2025-12-13 14:51:17,132 - [CLIENT 001] Successfully claimed block at (6, 8)
2025-12-13 14:51:17,399 - [CLIENT 001] Successfully claimed block at (5, 8)
2025-12-13 14:51:17,914 - [CLIENT 001] Successfully claimed block at (4, 5)
2025-12-13 14:51:17,988 - [CLIENT 001] Successfully claimed block at (4, 5)
2025-12-13 14:51:18,642 - [CLIENT 001] Successfully claimed block at (3, 4)
2025-12-13 14:51:19,971 - [CLIENT 001] Successfully claimed block at (7, 2)
2025-12-13 14:51:20,256 - [CLIENT 001] Successfully claimed block at (7, 1)
2025-12-13 14:51:22,147 - [CLIENT 001] Successfully claimed block at (8, 2)
2025-12-13 14:51:25,246 - [CLIENT 001] Successfully claimed block at (9, 6)
2025-12-13 14:51:26,646 - [CLIENT 001] Successfully claimed block at (10, 9)
2025-12-13 14:51:27,035 - [CLIENT 001] Successfully claimed block at (10, 9)
2025-12-13 14:51:27,097 - [CLIENT 001] Successfully claimed block at (10, 9)
2025-12-13 14:51:27,589 - [CLIENT 001] Successfully claimed block at (10, 6)
2025-12-13 14:51:27,911 - [CLIENT 001] Successfully claimed block at (11, 7)
2025-12-13 14:51:28,256 - [CLIENT 001] Successfully claimed block at (10, 7)
2025-12-13 14:51:28,789 - [CLIENT 001] Successfully claimed block at (9, 4)
2025-12-13 14:51:30,978 - [CLIENT 001] Successfully claimed block at (9, 5)
2025-12-13 14:51:31,145 - [CLIENT 001] Successfully claimed block at (10, 5)
2025-12-13 14:51:31,671 - [CLIENT 001] Successfully claimed block at (12, 5)
2025-12-13 14:51:32,100 - [CLIENT 001] You collected a SPECIAL BOOST (Type 1)!
2025-12-13 14:51:32,345 - [CLIENT 001] Successfully claimed block at (15, 2)
2025-12-13 14:51:34,018 - [CLIENT 001] Successfully claimed block at (15, 3)
2025-12-13 14:51:35,271 - [CLIENT 001] Successfully claimed block at (12, 2)
2025-12-13 14:51:35,934 - [CLIENT 001] Successfully claimed block at (10, 2)
2025-12-13 14:51:35,997 - [CLIENT 001] Successfully claimed block at (10, 2)
2025-12-13 14:51:37,440 - [CLIENT 001] Successfully claimed block at (11, 1)
2025-12-13 14:51:40,367 - [CLIENT 001] Successfully claimed block at (15, 6)
2025-12-13 14:51:40,589 - [CLIENT 001] Successfully claimed block at (14, 5)
2025-12-13 14:51:42,503 - [CLIENT 001] Successfully claimed block at (15, 9)
2025-12-13 14:51:43,216 - [CLIENT 001] Successfully claimed block at (13, 11)
2025-12-13 14:51:43,575 - [CLIENT 001] Successfully claimed block at (12, 10)
2025-12-13 14:51:44,002 - [CLIENT 001] Successfully claimed block at (13, 9)
2025-12-13 14:51:44,611 - [CLIENT 001] Successfully claimed block at (12, 9)
2025-12-13 14:51:45,380 - [CLIENT 001] Successfully claimed block at (13, 7)
2025-12-13 14:51:45,495 - [CLIENT 001] Successfully claimed block at (12, 7)
2025-12-13 14:51:46,117 - [CLIENT 001] Successfully claimed block at (13, 5)
