time,snapshot_id,player_id,server_row,server_col,display_row,display_col
1765627980.949460,254,3,7,2,7,2
1765627980.964968,255,3,7,2,7,2
1765627980.981636,256,3,7,2,7,2
1765627980.999213,257,3,7,2,7,2
1765627981.015980,258,3,7,2,7,2
1765627981.032068,258,3,7,2,7,2
1765627981.048126,259,3,7,2,7,2
1765627981.064306,260,3,7,2,7,2
1765627981.081654,261,3,7,2,7,2
1765627981.098954,261,3,7,2,7,2
1765627981.115661,263,3,7,2,7,2
1765627981.136001,263,3,7,2,7,2
1765627981.147973,264,3,7,2,7,2
1765627981.164468,265,3,7,2,7,2
1765627981.180932,266,3,7,2,7,2
1765627981.197717,267,3,7,2,7,2
1765627981.214482,268,3,7,2,7,2
1765627981.231343,269,3,7,2,7,2
1765627981.247422,269,3,7,2,7,2
1765627981.264387,270,3,7,2,7,2
1765627981.281101,271,3,7,2,7,2
1765627981.297164,272,3,7,2,7,2
1765627981.313737,272,3,7,2,7,2
1765627981.330859,273,3,7,2,7,2
1765627981.346960,274,3,7,2,7,2
1765627981.364004,275,3,7,2,7,2
1765627981.381346,276,3,7,2,7,2
1765627981.397319,276,3,7,2,7,2
1765627981.413312,277,3,7,2,7,2
1765627981.430301,278,3,7,2,7,2
1765627981.446117,279,3,7,2,7,2
1765627981.461804,280,3,7,2,7,2
1765627981.477923,281,3,7,2,7,2
1765627981.494504,282,3,7,2,7,2
1765627981.511369,283,3,7,2,7,2
1765627981.527169,284,3,7,2,7,2
1765627981.544225,285,3,7,2,7,2
1765627981.560295,286,3,6,2,6,2
1765627981.576236,287,3,6,2,6,2
1765627981.592427,288,3,6,2,6,2
1765627981.609546,289,3,6,2,6,2
1765627981.627160,290,3,6,2,6,2
1765627981.643351,290,3,6,2,6,2
1765627981.659732,291,3,6,2,6,2
1765627981.676503,292,3,6,2,6,2
1765627981.693810,293,3,6,2,6,2
1765627981.710447,293,3,6,2,6,2
1765627981.727396,295,3,6,2,6,2
1765627981.744962,296,3,6,2,6,2
1765627981.762755,297,3,6,2,6,2
1765627981.780056,298,3,6,2,6,2
1765627981.796308,299,3,6,2,6,2
1765627981.813272,300,3,6,2,6,2
1765627981.829618,300,3,6,2,6,2
1765627981.846270,301,3,6,2,6,2
1765627981.861844,302,3,6,2,6,2
1765627981.879342,303,3,6,2,6,2
1765627981.896195,304,3,6,2,6,2
1765627981.911508,304,3,6,2,6,2
1765627981.928680,305,3,6,2,6,2
1765627981.944827,306,3,6,2,6,2
1765627981.960867,307,3,6,2,6,2
1765627981.978486,308,3,6,2,6,2
1765627981.995280,309,3,6,2,6,2
1765627982.012008,309,3,6,2,6,2
1765627982.031111,310,3,6,2,6,2
1765627982.047055,311,3,6,2,6,2
1765627982.062998,312,3,6,2,6,2
1765627982.078684,313,3,6,2,6,2
1765627982.096316,313,3,6,2,6,2
1765627982.112428,314,3,6,2,6,2
1765627982.129770,315,3,6,2,6,2
1765627982.146445,317,3,6,2,6,2
1765627982.163729,317,3,6,2,6,2
1765627982.180047,318,3,6,2,6,2
1765627982.196058,319,3,6,2,6,2
1765627982.212193,320,3,6,2,6,2
1765627982.227912,320,3,6,2,6,2
1765627982.244486,321,3,6,2,6,2
1765627982.261431,323,3,6,2,6,2
1765627982.278635,323,3,6,2,6,2
1765627982.294958,325,3,6,2,6,2
1765627982.311469,325,3,6,2,6,2
1765627982.328549,326,3,6,2,6,2
1765627982.344815,327,3,6,2,6,2
1765627982.362317,328,3,6,2,6,2
1765627982.378054,328,3,6,2,6,2
1765627982.394843,329,3,6,2,6,2
1765627982.412045,330,3,6,2,6,2
1765627982.428681,331,3,6,2,6,2
1765627982.446320,332,3,6,2,6,2
1765627982.462137,332,3,6,2,6,2
1765627982.478110,333,3,6,2,6,2
1765627982.494316,334,3,6,2,6,2
1765627982.510270,335,3,6,2,6,2
1765627982.527380,335,3,6,2,6,2
1765627982.542791,336,3,6,2,6,2
1765627982.559847,337,3,5,2,5,2
1765627982.576285,339,3,5,2,5,2
1765627982.592484,340,3,5,2,5,2
1765627982.608698,341,3,5,2,5,2
1765627982.625891,342,3,5,2,5,2
1765627982.641978,343,3,5,2,5,2
1765627982.657617,344,3,5,2,5,2
1765627982.683884,345,3,5,2,5,2
1765627982.708037,346,3,5,2,5,2
1765627982.725683,347,3,5,2,5,2
1765627982.777946,348,3,5,2,5,2
1765627982.795966,349,3,5,2,5,2
1765627982.812508,351,3,5,2,5,2
1765627982.829161,352,3,5,2,5,2
1765627982.846971,353,3,5,2,5,2
1765627982.864045,355,3,5,2,5,2
1765627982.880273,356,3,5,2,5,2
1765627982.896860,356,3,5,2,5,2
1765627982.914609,357,3,4,2,4,2
1765627982.938568,358,3,4,2,4,2
1765627982.962980,359,3,4,2,4,2
1765627982.979618,361,3,4,2,4,2
1765627982.995836,361,3,4,2,4,2
1765627983.031225,362,3,4,2,4,2
1765627983.048344,364,3,4,2,4,2
1765627983.064505,364,3,4,2,4,2
1765627983.081825,365,3,4,2,4,2
1765627983.099633,366,3,4,2,4,2
1765627983.116854,367,3,4,2,4,2
1765627983.133449,368,3,4,2,4,2
1765627983.150221,368,3,4,2,4,2
1765627983.166090,370,3,4,2,4,2
1765627983.181704,371,3,4,2,4,2
1765627983.198934,372,3,4,2,4,2
1765627983.215940,373,3,4,2,4,2
1765627983.231854,374,3,4,2,4,2
1765627983.248058,375,3,4,2,4,2
1765627983.265232,376,3,4,2,4,2
1765627983.281440,377,3,4,2,4,2
1765627983.298259,377,3,4,2,4,2
1765627983.313962,378,3,4,2,4,2
1765627983.330714,379,3,4,2,4,2
1765627983.347598,380,3,4,2,4,2
1765627983.363997,380,3,4,2,4,2
1765627983.380192,381,3,4,2,4,2
1765627983.396240,382,3,4,2,4,2
1765627983.412601,383,3,4,2,4,2
1765627983.429656,384,3,4,2,4,2
1765627983.446380,385,3,4,2,4,2
1765627983.463943,385,3,4,2,4,2
1765627983.481553,387,3,4,2,4,2
1765627983.499256,388,3,4,2,4,2
1765627983.515465,388,3,4,2,4,2
1765627983.531699,389,3,4,2,4,2
1765627983.548408,390,3,4,2,4,2
1765627983.565836,391,3,4,2,4,2
1765627983.581948,392,3,4,2,4,2
1765627983.597801,393,3,4,2,4,2
1765627983.614311,394,3,4,2,4,2
1765627983.630629,395,3,4,2,4,2
1765627983.647999,396,3,4,2,4,2
1765627983.665038,396,3,4,2,4,2
1765627983.682116,397,3,4,2,4,2
1765627983.698780,398,3,4,2,4,2
1765627983.715272,399,3,4,2,4,2
1765627983.731702,400,3,4,2,4,2
1765627983.748245,401,3,4,2,4,2
1765627983.763989,401,3,4,2,4,2
1765627983.779671,402,3,4,2,4,2
1765627983.796840,403,3,4,2,4,2
1765627983.813420,404,3,4,2,4,2
1765627983.831196,405,3,4,2,4,2
1765627983.847114,405,3,4,2,4,2
1765627983.864360,406,3,4,2,4,2
1765627983.880671,407,3,4,2,4,2
1765627983.897540,408,3,4,2,4,2
1765627983.914256,408,3,4,2,4,2
1765627983.930413,409,3,4,2,4,2
1765627983.947438,410,3,4,2,4,2
1765627983.963753,411,3,4,2,4,2
1765627983.981421,412,3,4,2,4,2
1765627983.998999,412,3,4,2,4,2
1765627984.015288,413,3,4,2,4,2
1765627984.031188,414,3,4,2,4,2
1765627984.047046,415,3,4,2,4,2
1765627984.063554,415,3,4,2,4,2
1765627984.079856,416,3,4,2,4,2
1765627984.096641,417,3,4,2,4,2
1765627984.112917,418,3,4,2,4,2
1765627984.129176,419,3,4,3,4,3
1765627984.145279,419,3,4,3,4,3
1765627984.161125,420,3,4,3,4,3
1765627984.177172,421,3,4,3,4,3
1765627984.193348,422,3,4,3,4,3
1765627984.209638,423,3,4,3,4,3
1765627984.226322,424,3,4,3,4,3
1765627984.243010,424,3,4,3,4,3
1765627984.259640,426,3,4,3,4,3
1765627984.277348,426,3,4,3,4,3
1765627984.293080,427,3,4,3,4,3
1765627984.309433,428,3,4,3,4,3
1765627984.326035,429,3,4,3,4,3
1765627984.341749,430,3,4,3,4,3
1765627984.357614,431,3,4,3,4,3
1765627984.374601,431,3,4,3,4,3
1765627984.391632,433,3,4,3,4,3
1765627984.408180,434,3,4,3,4,3
1765627984.424411,434,3,4,3,4,3
1765627984.441758,436,3,4,3,4,3
1765627984.458542,437,3,4,3,4,3
1765627984.476079,438,3,4,3,4,3
1765627984.492774,438,3,4,3,4,3
1765627984.509277,439,3,4,3,4,3
1765627984.526081,440,3,4,3,4,3
1765627984.542428,442,3,4,3,4,3
1765627984.559509,443,3,4,3,4,3
1765627984.576594,444,3,4,3,4,3
1765627984.593103,445,3,4,3,4,3
1765627984.609342,445,3,4,3,4,3
1765627984.625459,446,3,4,3,4,3
1765627984.642760,447,3,4,3,4,3
1765627984.659295,448,3,4,3,4,3
1765627984.676171,448,3,4,3,4,3
1765627984.691890,449,3,4,3,4,3
1765627984.708235,450,3,4,3,4,3
1765627984.724909,451,3,4,3,4,3
1765627984.741661,452,3,4,3,4,3
1765627984.757625,453,3,4,3,4,3
1765627984.774997,454,3,4,3,4,3
1765627984.791738,455,3,4,3,4,3
1765627984.807987,456,3,4,3,4,3
1765627984.825105,457,3,4,3,4,3
1765627984.841739,457,3,4,3,4,3
1765627984.857862,458,3,4,3,4,3
1765627984.874572,459,3,4,3,4,3
1765627984.891176,461,3,4,3,4,3
1765627984.907421,461,3,4,3,4,3
1765627984.924269,463,3,4,3,4,3
1765627984.940025,463,3,4,3,4,3
