timestamp,client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
1765627980.866236,3,240,1,1765627980658,1765627980866,208,0.00,0.0000,0.0,0.00
1765627980.866236,3,241,2,1765627980670,1765627980866,196,0.00,0.0000,0.0,0.00
1765627980.866236,3,242,3,1765627980692,1765627980866,174,0.00,0.0000,0.0,0.00
1765627980.867515,3,243,4,1765627980714,1765627980867,153,0.44,0.0000,0.0,0.00
1765627980.867515,3,244,5,1765627980734,1765627980867,133,0.38,0.0000,0.0,0.00
1765627980.867515,3,245,6,1765627980755,1765627980867,112,0.32,0.0000,0.0,0.00
1765627980.867515,3,246,7,1765627980777,1765627980867,90,0.28,0.0000,0.0,0.00
1765627980.867515,3,247,8,1765627980798,1765627980867,69,0.24,0.0000,0.0,0.00
1765627980.867515,3,248,9,1765627980819,1765627980867,48,0.22,0.0000,0.0,0.00
1765627980.867515,3,249,10,1765627980840,1765627980867,27,0.20,0.0000,0.0,0.00
1765627980.867515,3,250,11,1765627980862,1765627980867,5,0.18,0.0000,0.0,0.00
1765627980.936358,3,251,12,1765627980874,1765627980936,62,11.39,0.0000,0.0,0.00
1765627980.937440,3,252,13,1765627980895,1765627980936,41,10.53,0.0000,0.0,0.00
1765627980.937440,3,253,14,1765627980916,1765627980937,21,9.78,0.0000,0.0,0.00
1765627980.937440,3,254,15,1765627980928,1765627980937,9,9.13,0.0000,0.0,0.00
1765627980.955425,3,255,17,1765627980949,1765627980949,0,9.32,0.0000,0.0,0.00
1765627980.970936,3,256,18,1765627980970,1765627980970,0,10.31,0.0000,0.0,0.00
1765627980.992024,3,257,19,1765627980992,1765627980992,0,11.10,0.0000,0.0,0.00
1765627981.013522,3,258,20,1765627981013,1765627981013,0,11.57,0.0000,0.0,0.00
1765627981.035627,3,259,21,1765627981035,1765627981035,0,11.96,0.0000,0.0,0.00
1765627981.056342,3,260,22,1765627981056,1765627981056,0,12.15,0.0000,0.0,0.00
1765627981.077440,3,261,23,1765627981077,1765627981077,0,12.25,0.0000,0.0,0.00
1765627981.102496,3,262,24,1765627981098,1765627981102,4,12.50,0.0000,0.0,0.00
1765627981.110725,3,263,25,1765627981110,1765627981110,0,12.05,0.0000,0.0,0.00
1765627981.141373,3,264,27,1765627981131,1765627981136,5,12.29,0.0000,0.0,0.00
1765627981.153531,3,265,28,1765627981153,1765627981153,0,12.06,0.0000,0.0,0.00
1765627981.174811,3,266,29,1765627981174,1765627981174,0,11.99,0.0000,0.0,0.00
1765627981.186444,3,267,30,1765627981185,1765627981186,1,11.55,0.0000,0.0,0.00
1765627981.207024,3,268,31,1765627981207,1765627981207,0,11.49,0.0000,0.0,0.00
1765627981.228408,3,269,32,1765627981228,1765627981228,0,11.43,0.0000,0.0,0.00
1765627981.251034,3,270,33,1765627981249,1765627981251,2,11.42,0.0000,0.0,0.00
1765627981.270567,3,271,34,1765627981270,1765627981270,0,11.26,0.0000,0.0,0.00
1765627981.292148,3,272,35,1765627981292,1765627981292,0,11.19,0.0000,0.0,0.00
1765627981.317262,3,273,36,1765627981313,1765627981317,4,11.19,0.0000,0.0,0.00
1765627981.336396,3,274,37,1765627981335,1765627981335,0,10.98,0.0000,0.0,0.00
1765627981.356995,3,275,38,1765627981356,1765627981356,0,10.86,0.0000,0.0,0.00
1765627981.379047,3,276,39,1765627981379,1765627981379,0,10.78,0.0000,0.0,0.00
1765627981.399783,3,277,40,1765627981399,1765627981399,0,10.62,0.0000,0.0,0.00
1765627981.421335,3,278,41,1765627981421,1765627981421,0,10.51,0.0000,0.0,0.00
1765627981.442512,3,279,42,1765627981442,1765627981442,0,10.37,0.0000,0.0,0.00
1765627981.453647,3,280,43,1765627981453,1765627981453,0,10.22,0.0000,0.0,0.00
1765627981.475909,3,281,44,1765627981475,1765627981475,0,10.12,0.0000,0.0,0.00
1765627981.486431,3,282,45,1765627981486,1765627981486,0,9.99,0.0000,0.0,0.00
1765627981.507290,3,283,46,1765627981507,1765627981507,0,9.88,0.0000,0.0,0.00
1765627981.518910,3,284,47,1765627981518,1765627981518,0,9.75,0.0000,0.0,0.00
1765627981.540160,3,285,48,1765627981540,1765627981540,0,9.67,0.0000,0.0,0.00
1765627981.551035,3,286,49,1765627981551,1765627981551,0,9.56,0.0000,0.0,0.00
1765627981.565365,3,287,50,1765627981562,1765627981565,3,9.38,0.0000,0.0,0.00
1765627981.583428,3,288,51,1765627981583,1765627981583,0,9.24,0.0000,0.0,0.00
1765627981.604183,3,289,52,1765627981604,1765627981604,0,9.15,0.0000,0.0,0.00
1765627981.625730,3,290,53,1765627981625,1765627981625,0,9.07,0.0000,0.0,0.00
1765627981.647527,3,291,54,1765627981647,1765627981647,0,9.00,0.0000,0.0,0.00
1765627981.669033,3,292,55,1765627981668,1765627981668,0,8.92,0.0000,0.0,0.00
1765627981.690131,3,293,56,1765627981689,1765627981689,0,8.83,0.0000,0.0,0.00
1765627981.714033,3,294,58,1765627981712,1765627981714,2,8.81,0.0000,0.0,0.00
1765627981.722816,3,295,59,1765627981722,1765627981722,0,8.81,0.0000,0.0,0.00
1765627981.734017,3,296,60,1765627981734,1765627981734,0,8.73,0.0000,0.0,0.00
1765627981.755463,3,297,61,1765627981755,1765627981755,0,8.66,0.0000,0.0,0.00
1765627981.778045,3,298,62,1765627981776,1765627981778,2,8.61,0.0000,0.0,0.00
1765627981.788577,3,299,63,1765627981788,1765627981788,0,8.58,0.0000,0.0,0.00
1765627981.809699,3,300,64,1765627981809,1765627981809,0,8.51,0.0000,0.0,0.00
1765627981.832246,3,301,65,1765627981831,1765627981832,1,8.28,0.0000,0.0,0.00
1765627981.852398,3,302,66,1765627981852,1765627981852,0,7.98,0.0000,0.0,0.00
1765627981.873719,3,303,67,1765627981873,1765627981873,0,7.70,0.0000,0.0,0.00
1765627981.894927,3,304,68,1765627981894,1765627981894,0,7.38,0.0000,0.0,0.00
1765627981.916280,3,305,69,1765627981916,1765627981916,0,7.06,0.0000,0.0,0.00
1765627981.937478,3,306,70,1765627981937,1765627981937,0,6.69,0.0000,0.0,0.00
1765627981.959782,3,307,71,1765627981958,1765627981958,0,6.32,0.0000,0.0,0.00
1765627981.969957,3,308,72,1765627981969,1765627981969,0,6.08,0.0000,0.0,0.00
1765627981.992043,3,309,73,1765627981991,1765627981992,1,5.71,0.0000,0.0,0.00
1765627982.018538,3,310,74,1765627982013,1765627982018,5,5.35,0.0000,0.0,0.00
1765627982.035162,3,311,75,1765627982035,1765627982035,0,4.87,0.0000,0.0,0.00
1765627982.056312,3,312,76,1765627982056,1765627982056,0,4.47,0.0000,0.0,0.00
1765627982.077582,3,313,77,1765627982077,1765627982077,0,4.07,0.0000,0.0,0.00
1765627982.099837,3,314,78,1765627982098,1765627982098,0,3.63,0.0000,0.0,0.00
1765627982.119990,3,315,79,1765627982119,1765627982119,0,3.47,0.0000,0.0,0.00
1765627982.132993,3,316,80,1765627982131,1765627982132,1,3.61,0.0000,0.0,0.00
1765627982.143105,3,317,81,1765627982143,1765627982143,0,3.78,0.0000,0.0,0.00
1765627982.166423,3,318,82,1765627982163,1765627982166,3,3.80,0.0000,0.0,0.00
1765627982.186098,3,319,84,1765627982185,1765627982185,0,3.77,0.0000,0.0,0.00
1765627982.206867,3,320,85,1765627982206,1765627982206,0,3.77,0.0000,0.0,0.00
1765627982.231096,3,321,86,1765627982227,1765627982231,4,3.81,0.0000,0.0,0.00
1765627982.249809,3,322,87,1765627982249,1765627982249,0,3.78,0.0000,0.0,0.00
1765627982.260422,3,323,88,1765627982260,1765627982260,0,3.71,0.0000,0.0,0.00
1765627982.281657,3,324,89,1765627982281,1765627982281,0,3.66,0.0000,0.0,0.00
1765627982.292935,3,325,90,1765627982292,1765627982292,0,3.79,0.0000,0.0,0.00
1765627982.315219,3,326,91,1765627982314,1765627982315,1,3.81,0.0000,0.0,0.00
1765627982.335444,3,327,92,1765627982335,1765627982335,0,3.66,0.0000,0.0,0.00
1765627982.356668,3,328,93,1765627982356,1765627982356,0,3.66,0.0000,0.0,0.00
1765627982.382067,3,329,94,1765627982378,1765627982381,3,3.70,0.0000,0.0,0.00
1765627982.400325,3,330,95,1765627982400,1765627982400,0,3.67,0.0000,0.0,0.00
1765627982.421388,3,331,96,1765627982421,1765627982421,0,3.68,0.0000,0.0,0.00
1765627982.442656,3,332,97,1765627982442,1765627982442,0,3.67,0.0000,0.0,0.00
1765627982.464660,3,333,98,1765627982463,1765627982464,1,3.64,0.0000,0.0,0.00
1765627982.484904,3,334,99,1765627982484,1765627982484,0,3.62,0.0000,0.0,0.00
1765627982.506050,3,335,100,1765627982506,1765627982506,0,3.63,0.0000,0.0,0.00
1765627982.530904,3,336,101,1765627982527,1765627982530,3,3.64,0.0000,0.0,0.00
1765627982.549713,3,337,102,1765627982548,1765627982548,0,3.66,0.0000,0.0,0.00
1765627982.563855,3,338,103,1765627982559,1765627982562,3,3.74,0.0000,0.0,0.00
1765627982.571227,3,339,104,1765627982571,1765627982571,0,3.95,0.0000,0.0,0.00
1765627982.582359,3,340,105,1765627982582,1765627982582,0,3.95,0.0000,0.0,0.00
1765627982.597091,3,341,106,1765627982593,1765627982597,4,4.00,0.0000,0.0,0.00
1765627982.614960,3,342,107,1765627982614,1765627982614,0,3.87,0.0000,0.0,0.00
1765627982.636659,3,343,108,1765627982636,1765627982636,0,3.88,0.0000,0.0,0.00
1765627982.648289,3,344,109,1765627982648,1765627982648,0,3.86,0.0000,0.0,0.00
1765627982.659136,3,345,110,1765627982659,1765627982659,0,3.99,0.0000,0.0,0.00
1765627982.692441,3,346,111,1765627982692,1765627982692,0,3.98,0.0000,0.0,0.00
1765627982.714042,3,347,112,1765627982714,1765627982714,0,3.91,0.0000,0.0,0.00
1765627982.733548,3,348,113,1765627982729,1765627982732,3,3.91,0.0000,0.0,0.00
1765627982.790006,3,349,114,1765627982777,1765627982790,13,4.34,0.0000,0.0,0.00
1765627982.807466,3,350,115,1765627982791,1765627982807,16,4.38,0.0000,0.0,0.00
1765627982.807466,3,351,116,1765627982803,1765627982807,4,4.76,0.0000,0.0,0.00
1765627982.821130,3,352,117,1765627982816,1765627982821,5,4.84,0.0000,0.0,0.00
1765627982.841570,3,353,118,1765627982828,1765627982841,13,4.83,0.0000,0.0,0.00
1765627982.852988,3,354,119,1765627982845,1765627982852,7,4.91,0.0000,0.0,0.00
1765627982.857618,3,355,120,1765627982857,1765627982857,0,4.97,0.0000,0.0,0.00
1765627982.878669,3,356,121,1765627982878,1765627982878,0,4.85,0.0000,0.0,0.00
1765627982.909170,3,357,122,1765627982900,1765627982905,5,4.93,0.0000,0.0,0.00
1765627982.933518,3,358,123,1765627982924,1765627982933,9,5.00,0.0000,0.0,0.00
1765627982.961844,3,359,124,1765627982956,1765627982961,5,4.92,0.0000,0.0,0.00
1765627982.966915,3,360,126,1765627982966,1765627982966,0,5.19,0.0000,0.0,0.00
1765627982.978607,3,361,127,1765627982978,1765627982978,0,5.28,0.0000,0.0,0.00
1765627982.999502,3,362,128,1765627982999,1765627982999,0,5.30,0.0000,0.0,0.00
1765627983.043389,3,363,129,1765627983032,1765627983041,9,5.59,0.0000,0.0,0.00
1765627983.043960,3,364,130,1765627983043,1765627983043,0,5.90,0.0000,0.0,0.00
1765627983.070163,3,365,131,1765627983065,1765627983069,4,5.95,0.0000,0.0,0.00
1765627983.086436,3,366,132,1765627983086,1765627983086,0,5.97,0.0000,0.0,0.00
1765627983.107816,3,367,133,1765627983107,1765627983107,0,5.97,0.0000,0.0,0.00
1765627983.129421,3,368,134,1765627983129,1765627983129,0,5.86,0.0000,0.0,0.00
1765627983.155397,3,369,135,1765627983150,1765627983154,4,5.88,0.0000,0.0,0.00
1765627983.161569,3,370,136,1765627983161,1765627983161,0,6.01,0.0000,0.0,0.00
1765627983.173960,3,371,137,1765627983172,1765627983172,0,6.12,0.0000,0.0,0.00
1765627983.185242,3,372,138,1765627983184,1765627983185,1,6.21,0.0000,0.0,0.00
1765627983.205481,3,373,139,1765627983205,1765627983205,0,6.19,0.0000,0.0,0.00
1765627983.226355,3,374,140,1765627983226,1765627983226,0,6.19,0.0000,0.0,0.00
1765627983.237504,3,375,141,1765627983237,1765627983237,0,6.30,0.0000,0.0,0.00
1765627983.258564,3,376,142,1765627983258,1765627983258,0,6.23,0.0000,0.0,0.00
1765627983.280100,3,377,143,1765627983280,1765627983280,0,6.12,0.0000,0.0,0.00
1765627983.302776,3,378,144,1765627983301,1765627983301,0,6.10,0.0000,0.0,0.00
1765627983.323515,3,379,145,1765627983322,1765627983322,0,6.12,0.0000,0.0,0.00
1765627983.344267,3,380,146,1765627983344,1765627983344,0,6.14,0.0000,0.0,0.00
1765627983.369050,3,381,147,1765627983366,1765627983369,3,6.14,0.0000,0.0,0.00
1765627983.387777,3,382,148,1765627983387,1765627983387,0,6.14,0.0000,0.0,0.00
1765627983.409657,3,383,149,1765627983409,1765627983409,0,6.03,0.0000,0.0,0.00
1765627983.421386,3,384,150,1765627983421,1765627983421,0,6.13,0.0000,0.0,0.00
1765627983.442745,3,385,151,1765627983442,1765627983442,0,6.01,0.0000,0.0,0.00
1765627983.467965,3,386,153,1765627983463,1765627983467,4,6.03,0.0000,0.0,0.00
1765627983.475346,3,387,154,1765627983475,1765627983475,0,6.23,0.0000,0.0,0.00
1765627983.497251,3,388,155,1765627983497,1765627983497,0,6.25,0.0000,0.0,0.00
1765627983.519355,3,389,156,1765627983517,1765627983519,2,6.21,0.0000,0.0,0.00
1765627983.539242,3,390,157,1765627983539,1765627983539,0,6.22,0.0000,0.0,0.00
1765627983.560315,3,391,158,1765627983560,1765627983560,0,6.22,0.0000,0.0,0.00
1765627983.572629,3,392,160,1765627983571,1765627983571,0,6.34,0.0000,0.0,0.00
1765627983.588976,3,393,161,1765627983582,1765627983588,6,6.33,0.0000,0.0,0.00
1765627983.604505,3,394,162,1765627983604,1765627983604,0,6.36,0.0000,0.0,0.00
1765627983.625645,3,395,163,1765627983625,1765627983625,0,6.34,0.0000,0.0,0.00
1765627983.646964,3,396,164,1765627983646,1765627983646,0,6.29,0.0000,0.0,0.00
1765627983.668199,3,397,165,1765627983668,1765627983668,0,6.33,0.0000,0.0,0.00
1765627983.689131,3,398,166,1765627983689,1765627983689,0,6.28,0.0000,0.0,0.00
1765627983.710736,3,399,167,1765627983710,1765627983710,0,6.12,0.0000,0.0,0.00
