timestamp,client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,perceived_position_error,cpu_percent,bandwidth_per_client_kbps
1765627980.384216,1,215,1,1765627980129,1765627980384,255,0.00,0.0000,0.0,0.00
1765627980.384216,1,216,2,1765627980150,1765627980384,234,0.00,0.0000,0.0,0.00
1765627980.385323,1,217,3,1765627980171,1765627980385,214,0.50,0.0000,0.0,0.00
1765627980.385323,1,218,4,1765627980192,1765627980385,193,0.44,0.0000,0.0,0.00
1765627980.385323,1,219,5,1765627980213,1765627980385,172,0.38,0.0000,0.0,0.00
1765627980.385323,1,220,6,1765627980234,1765627980385,151,0.32,0.0000,0.0,0.00
1765627980.386320,1,221,7,1765627980255,1765627980385,130,0.28,0.0000,0.0,0.00
1765627980.386320,1,222,8,1765627980277,1765627980386,109,0.41,0.0000,0.0,0.00
1765627980.386320,1,223,9,1765627980298,1765627980386,88,0.38,0.0000,0.0,0.00
1765627980.386827,1,224,10,1765627980319,1765627980386,67,0.35,0.0000,0.0,0.00
1765627980.386827,1,225,11,1765627980340,1765627980386,46,0.32,0.0000,0.0,0.00
1765627980.386827,1,226,12,1765627980361,1765627980386,25,0.30,0.0000,0.0,0.00
1765627980.386827,1,227,13,1765627980382,1765627980386,4,0.28,0.0000,0.0,0.00
1765627980.458750,1,228,14,1765627980403,1765627980458,55,10.20,0.0000,0.0,0.00
1765627980.458750,1,229,15,1765627980424,1765627980458,34,9.53,0.0000,0.0,0.00
1765627980.458750,1,230,16,1765627980445,1765627980458,13,8.94,0.0000,0.0,0.00
1765627980.474822,1,231,17,1765627980467,1765627980473,6,9.48,0.0000,0.0,0.00
1765627980.488484,1,232,19,1765627980488,1765627980488,0,9.84,0.0000,0.0,0.00
1765627980.519124,1,233,20,1765627980509,1765627980514,5,11.01,0.0000,0.0,0.00
1765627980.533997,1,234,21,1765627980530,1765627980533,3,11.35,0.0000,0.0,0.00
1765627980.552294,1,235,22,1765627980552,1765627980552,0,11.56,0.0000,0.0,0.00
1765627980.573787,1,236,23,1765627980573,1765627980573,0,11.81,0.0000,0.0,0.00
1765627980.595087,1,237,25,1765627980595,1765627980595,0,12.02,0.0000,0.0,0.00
1765627980.616657,1,238,26,1765627980616,1765627980616,0,12.11,0.0000,0.0,0.00
1765627980.637685,1,239,27,1765627980637,1765627980637,0,12.13,0.0000,0.0,0.00
1765627980.662265,1,240,28,1765627980658,1765627980662,4,12.29,0.0000,0.0,0.00
1765627980.670789,1,241,29,1765627980670,1765627980670,0,11.92,0.0000,0.0,0.00
1765627980.695842,1,242,30,1765627980692,1765627980695,3,12.06,0.0000,0.0,0.00
1765627980.714090,1,243,31,1765627980713,1765627980714,1,11.91,0.0000,0.0,0.00
1765627980.734944,1,244,32,1765627980734,1765627980734,0,11.80,0.0000,0.0,0.00
1765627980.755819,1,245,33,1765627980755,1765627980755,0,11.70,0.0000,0.0,0.00
1765627980.778961,1,246,34,1765627980777,1765627980778,1,11.65,0.0000,0.0,0.00
1765627980.798503,1,247,35,1765627980798,1765627980798,0,11.50,0.0000,0.0,0.00
1765627980.819690,1,248,36,1765627980819,1765627980819,0,11.38,0.0000,0.0,0.00
1765627980.844174,1,249,37,1765627980840,1765627980844,4,11.35,0.0000,0.0,0.00
1765627980.862361,1,250,38,1765627980862,1765627980862,0,11.13,0.0000,0.0,0.00
1765627980.877012,1,251,39,1765627980874,1765627980877,3,10.86,0.0000,0.0,0.00
1765627980.895235,1,252,40,1765627980895,1765627980895,0,10.66,0.0000,0.0,0.00
